reaction_id,reaction_name,biomass_KO,is_essential_TME,baseline_biomass,baseline_flux
MAR04281,(S)-Lactate:NAD+ oxidoreductase,1.036096799708967,False,1.036096799708967,0.10968042147477061
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,1.036096799708967,False,1.036096799708967,3.932267436459041
MAR04358,ATP:pyruvate 2-O-phosphotransferase,1.036096799708967,False,1.036096799708967,18.105029792032852
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),1.0360967997089674,False,1.036096799708967,23.640729217389904
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",1.0360967997089667,False,1.036096799708967,-24.439304960254404
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,1.036096799708967,False,1.036096799708967,24.440407056420256
MAR04371,"3-phospho-D-glycerate 1,2-phosphomutase",7.499420355037857e-17,True,1.036096799708967,0.0007013339237229995
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),1.036096799708967,False,1.036096799708967,-24.441108390343977
MAR04375,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)",1.036096799708967,False,1.036096799708967,-9.45802572024225
MAR04381,D-glucose-6-phosphate aldose-ketose-isomerase,1.036096799708967,False,1.036096799708967,-1.288426970602856
MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,1.036096799708967,False,1.036096799708967,14.983483432343855
MAR04394,ATP:D-glucose 6-phosphotransferase,1.036096799708967,False,1.036096799708967,1.3004508190710709
MAR04396,"alpha-D-glucose 1,6-phosphomutase",1.036096799708967,False,1.036096799708967,-0.0044083846634017125
MAR08577,,1.036096799708967,False,1.036096799708967,1.3004508190710706
MAR08578,,1.036096799708967,False,1.036096799708967,1.3004508190710706
MAR08580,,1.036096799708967,False,1.036096799708967,1.3004508190710706
MAR08582,,1.036096799708967,False,1.036096799708967,1.3004508190710709
MAR03944,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,1.036096799708967,False,1.036096799708967,0.0044083846634017125
MAR04315,D-Glucitol:NAD+ 2-oxidoreductase,1.036096799708967,False,1.036096799708967,-2.5576622387465036
MAR04595,ATP:D-xylulose 5-phosphotransferase,1.036096799708967,False,1.036096799708967,0.00566174787444168
MAR04280,(S)-Lactate:NAD+ oxidoreductase,1.036096799708967,False,1.036096799708967,5.420486246971841
MAR04282,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",1.036096799708967,False,1.036096799708967,0.8958713195219139
MAR08078,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)",1.036096799708967,False,1.036096799708967,0.07123145154016755
MAR04604,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",1.036096799708967,False,1.036096799708967,0.045946220172224814
MAR04350,ATP:D-ribose 5-phosphotransferase,1.0360967997089667,False,1.036096799708967,11.06033333689322
MAR04354,"D-Ribose 1,5-phosphomutase",1.036096799708967,False,1.036096799708967,11.060433527453752
MAR04473,6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating),1.036096799708967,False,1.036096799708967,0.00566174787444168
MAR04477,D-Ribulose-5-phosphate 3-epimerase,1.036096799708967,False,1.036096799708967,-0.00566174787444168
MAR04625,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase",1.036096799708967,False,1.036096799708967,0.00566174787444168
MAR04841,,1.036096799708967,False,1.036096799708967,5.530166668446611
MAR04002,ATP:AMP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.22289995234040205
MAR04004,ATP:AMP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.0009498794105617621
MAR04020,ATP:GMP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.04064938178858095
MAR04080,AMP aminohydrolase,1.0360967997089672,False,1.036096799708967,5.490921486303201
MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),1.036096799708967,False,1.036096799708967,0.040699477068846884
MAR04489,dATP:D-fructose 6-phosphotransferase,1.036096799708967,False,1.036096799708967,2.6441410375377803
MAR04518,Guanine aminohydrolase,1.036096799708967,False,1.036096799708967,0.001
MAR04573,dGTP:pyruvate 2-O-phosphotransferase,1.036096799708967,False,1.036096799708967,0.005532756910445883
MAR04574,inosine:phosphate alpha-D-ribosyltransferase,1.036096799708967,False,1.036096799708967,2.451344177500423
MAR04603,Deoxyguanosine:orthophosphate ribosyltransferase,1.036096799708967,False,1.036096799708967,0.0065327569104458826
MAR04611,2'-deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,1.036096799708967,False,1.036096799708967,0.001
MAR04617,2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,1.036096799708967,False,1.036096799708967,0.001
MAR04619,2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase,1.036096799708967,False,1.036096799708967,0.001
MAR04648,xanthine:NAD+ oxidoreductase,1.036096799708967,False,1.036096799708967,0.001
MAR04651,guanosine:phosphate alpha-D-ribosyltransferase,1.036096799708967,False,1.036096799708967,0.007532756910445885
MAR04695,Deoxyadenosine:orthophosphate ribosyltransferase,1.036096799708967,False,1.036096799708967,2.994441875721896
MAR06602,,1.036096799708967,False,1.036096799708967,-1.7961717507549477
MAR04016,ATP:GDP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.03854919122804909
MAR04018,ATP:GDP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.0009999999999999998
MAR04030,ATP:CDP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.04324042320797494
MAR04673,ATP:dUDP phosphotransferase,1.036096799708967,False,1.036096799708967,0.0010000000000000432
MAR06614,,1.036096799708967,False,1.036096799708967,2.6652720651795643
MAR06616,,1.036096799708967,False,1.036096799708967,0.016598270731337652
MAR03931,NADPH:oxidized-thioredoxin oxidoreductase,1.036096799708967,False,1.036096799708967,0.003
MAR04008,ATP:UMP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.0007013339237229996
MAR04345,"5,6-Dihydrouracil:NADP+ oxidoreductase",1.036096799708967,False,1.036096799708967,-3.078876397437091
MAR04471,"5,6-dihydrothymine:NAD+ oxidoreductase",1.036096799708967,False,1.036096799708967,0.0009999999999999998
MAR04485,thymidine:phosphate deoxy-alpha-D-ribosyltransferase,1.036096799708967,False,1.036096799708967,-0.001
MAR04579,uridine:phosphate alpha-D-ribosyltransferase,1.036096799708967,False,1.036096799708967,5.609068433251359
MAR04580,Cytidine aminohydrolase,1.036096799708967,False,1.036096799708967,0.07890176480474834
MAR04608,(S)-dihydroorotate amidohydrolase,1.036096799708967,False,1.036096799708967,-0.0021540970514349273
MAR04637,ATP:dTMP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.00829913536566897
MAR04644,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase",1.036096799708967,False,1.036096799708967,0.00829913536566883
MAR06621,2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,1.036096799708967,False,1.036096799708967,-0.001
MAR03968,ATP:dUMP phosphotransferase,1.036096799708967,False,1.036096799708967,0.0009999999999999998
MAR04026,ATP:CMP phosphotransferase,1.036096799708967,False,1.036096799708967,-0.044240423207974944
MAR04601,ATP:deoxyguanosine 5'-phosphotransferase,1.036096799708967,False,1.036096799708967,0.006532756910445879
MAR04633,ATP:deoxyadenosine 5'-phosphotransferase,0.24818976589500316,False,1.036096799708967,0.007349230645934757
MAR04641,ATP:deoxyuridine 5'-phosphotransferase,1.036096799708967,False,1.036096799708967,0.0072991353656688285
MAR04680,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase,1.036096799708967,False,1.036096799708967,-2.999974632632341
MAR07160,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,-1.6094269506080632e-15,True,1.036096799708967,0.027663784552229415
MAR07161,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),0.0,True,1.036096799708967,0.11645728028728788
MAR07802,,1.0360967997089674,False,1.036096799708967,-0.007299135365669107
MAR07875,ATP:UMP phosphotransferase,1.036096799708967,False,1.036096799708967,0.0007013339237229996
MAR07883,ATP:UDP phosphotransferase,1.036096799708967,False,1.036096799708967,0.0007013339237229994
MAR07886,ATP:dTDP phosphotransferase,1.036096799708967,False,1.036096799708967,-2.6901694712765707
MAR07890,ATP:dCDP phosphotransferase,1.036096799708967,False,1.036096799708967,0.0009999999999999998
MAR08445,ATP:cytidine 5'-phosphotransferase,1.036096799708967,False,1.036096799708967,0.039542138660014665
MAR08453,,1.036096799708967,False,1.036096799708967,0.005532756910445885
MAR08455,,1.036096799708967,False,1.036096799708967,-0.011065513820891769
MAR08461,,1.036096799708967,False,1.036096799708967,0.002
MAR08468,,1.036096799708967,False,1.036096799708967,0.005532756910445884
MAR08470,,1.036096799708967,False,1.036096799708967,-0.005532756910445883
MAR08477,ATP:deoxycitidine 5'-phosphotransferase,1.036096799708967,False,1.036096799708967,0.0035327569104458842
MAR08479,,1.036096799708967,False,1.036096799708967,-0.005532756910445884
MAR08481,,1.036096799708967,False,1.036096799708967,-0.00653275691044588
MAR08486,adenosine:phosphate alpha-D-ribosyltransferase,1.036096799708967,False,1.036096799708967,2.994441875721896
MAR03829,L-Aspartate:2-oxoglutarate aminotransferase,1.036096799708967,False,1.036096799708967,2.1161315377239327
