sample,scenario,reaction_id,reaction_name,subsystem,baseline_biomass,baseline_flux,ko_biomass,rel_drop,is_essential_TME,is_strong_sensitive_TME
TumorCore,TME_core,MAR03905,ethanol:NAD+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR03907,Ethanol:NADP+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04097,Acetate:CoA ligase (AMP-forming),Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04099,Acetate:CoA ligase (AMP-forming),Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04108,acetyl adenylate:CoA acetyltransferase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04133,ATP:acetate adenylyltransferase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04281,(S)-Lactate:NAD+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,6.135786255448776,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04388,(S)-Lactate:NAD+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04283,Acetaldehyde:NADP+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR08357,Acetaldehyde:NAD+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,Glycolysis / Gluconeogenesis,1.14956182771874,1.970444012936988,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04301,UTP:D-fructose-6-phosphate 1-phosphotransferase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04355,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04358,ATP:pyruvate 2-O-phosphotransferase,Glycolysis / Gluconeogenesis,1.14956182771874,16.974712035236443,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04360,2-Oxopropanal:NADP+ oxidoreductase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),Glycolysis / Gluconeogenesis,1.14956182771874,23.125844941085266,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04365,"D-phosphoglycerate 2,3-phosphomutase",Glycolysis / Gluconeogenesis,1.14956182771874,-23.352080391136415,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,Glycolysis / Gluconeogenesis,1.14956182771874,23.353303180052563,1.14956182771874,0.0,False,False
TumorCore,TME_core,MAR04370,3-Phospho-D-glyceroyl phosphate phosphohydrolase,Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.1495618277187403,-1.9315586127774443e-16,False,False
TumorCore,TME_core,MAR04371,"3-phospho-D-glycerate 1,2-phosphomutase",Glycolysis / Gluconeogenesis,1.14956182771874,0.000778138401182815,5.249594248526489e-17,1.0,True,False
TumorCore,TME_core,MAR04372,"2,3-bisphospho-D-glycerate 2-phosphohydrolase",Glycolysis / Gluconeogenesis,1.14956182771874,0.0,1.1495618277187394,5.794675838332334e-16,False,False
TumorCore,TME_core,MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),Glycolysis / Gluconeogenesis,1.14956182771874,-23.354081318453748,1.1495618277187403,-1.9315586127774443e-16,False,False
