"","Blood","TumorCore","TumorEdge"
"RP11-802O23.3",7,4,1
"RP11-359I18.5",0,0,0
"KCTD6",107,76,89
"ACOX2",0,1,1
"FAM107A",1,0,2
"FAM3D",0,0,0
"C3orf67",5,1,6
"FHIT",401,66,115
"RP11-641C17.2",0,0,0
"RP11-641C17.3",1,0,0
"PTPRG",0,1,1
"RPL10AP6",1185,588,818
"RP11-154D3.1",6,13,15
"PTPRG-AS1",0,0,0
"C3orf14",64,71,184
"CADPS",0,0,0
"AC136289.1",1,0,1
"C3orf49",2,3,2
"THOC7",1672,885,1417
"ATXN7",1045,700,1232
"SCAANT1",6,8,7
"PSMD6-AS2",70,12,70
"RP11-245J9.5",2,1,2
"PSMD6",865,624,1058
"RP11-245J9.6",22,4,18
"PRICKLE2-AS1",0,0,0
"PRICKLE2",0,0,0
"PRICKLE2-AS3",1,2,2
"ADAMTS9",0,0,1
"ADAMTS9-AS1",0,0,0
"ADAMTS9-AS2",0,0,0
"MAGI1",2,32,20
"MAGI1-IT1",0,0,0
"SLC25A26",834,521,965
"RN7SL482P",1,2,2
"LRIG1",142,128,219
"KBTBD8",18,29,108
"SUCLG2",1160,669,1041
"SUCLG2-AS1",21,9,27
"FAM19A1",98,12,32
"COPS8P2",0,0,0
"RP11-1008M1.1",2,0,0
"PSMC1P1",22,29,37
"FAM19A4",0,0,0
"EOGT",60,45,117
"CTD-2013N24.2",2,0,2
"TMF1",1211,930,1750
"UBA3",428,290,496
"ARL6IP5",5693,4363,6931
"LMOD3",108,116,238
"FRMD4B",233,1029,1159
"RBM43P1",0,0,1
"MITF",0,3,5
"RP11-963H1.1",2,1,0
"FOXP1",4172,1770,2538
"RP11-298C2.1",7,5,6
"FOXP1-IT1",51,23,50
"RP11-154H23.4",1,0,0
"RP11-154H23.3",11,2,9
"EIF4E3",405,260,348
"GPR27",2,3,5
"PROK2",19,11,16
"LINC00877",2,2,1
"RP11-398A8.1",0,0,0
"RYBP",200,359,513
"SHQ1",77,80,134
"RP11-624D20.1",3,4,6
"PSMD12P",0,1,1
"GXYLT2",0,0,0
"FTH1P23",0,0,1
"PPP4R2",691,797,1182
"EBLN2",150,79,158
"CCDC75P1",7,1,1
"PDZRN3",0,0,0
"CNTN3",0,1,0
"HNRNPA3P6",117,107,187
"FAM86DP",129,34,56
"DUX4L26",2,0,0
"LINC00960",0,0,0
"ZNF717",59,19,32
"RP11-550F7.1",0,0,3
"ROBO1",1,0,0
"RN7SL751P",0,0,0
"GBE1",111,74,117
"SETP6",0,0,1
"CYP51A1P1",1,1,3
"LINC00971",1,1,1
"CADM2",0,0,0
"VGLL3",0,0,0
"PPATP1",1,0,1
"CHMP2B",705,623,971
"HTR1F",0,1,0
"CGGBP1",1159,761,1277
"ZNF654",207,184,272
"CBX5P1",0,2,0
"C3orf38",329,266,510
"EPHA3",1,0,0
"PROS1",0,1,1
"ARL13B",121,122,154
"HMGN1P7",0,2,0
"STX19",1,0,0
"NSUN3",171,147,230
"RBBP4P2",0,0,1
"ARMC10P1",1,1,2
"MTHFD2P1",8,1,3
"HNRNPKP4",19,7,31
"MTRNR2L12",6,2,6
"ARL6",27,26,26
"CRYBG3",59,8,16
"CLDND1",1023,710,1167
"CPOX",73,66,105
"RP11-227H4.5",1,1,0
"RPL38P4",9,1,0
"GPR15",11,0,1
"WWP1P1",0,0,0
"ST3GAL6-AS1",0,0,0
"ST3GAL6",3,0,9
"PDLIM1P4",0,0,0
"DCBLD2",8,2,6
"COL8A1",1,0,2
"RP11-383I23.2",3,0,0
"CMSS1",367,342,467
"FILIP1L",5,73,54
"TBC1D23",202,170,327
"NIT2",361,246,451
"LNP1",16,7,12
"TMEM45A",0,0,2
"TFG",471,381,651
"ABI3BP",0,0,2
"RP11-301G23.1",0,0,0
"IMPG2",4,4,7
"SENP7",605,652,986
"ZNF90P1",3,1,8
"FAM172BP",4,9,18
"TRMT10C",622,482,748
"PCNP",2512,1247,2262
"RP11-234A1.1",11324,3091,5708
"RP11-454H13.1",0,0,2
"ZBTB11",304,213,402
"ZBTB11-AS1",59,34,60
"RPL24",42417,15959,25230
"PDCL3P4",1,2,5
"CEP97",123,103,159
"NXPE3",439,206,326
"RP11-49I4.3",0,0,0
"NFKBIZ",752,1471,2186
"RP11-221J22.2",0,0,0
"ZPLD1",0,0,0
"ALCAM",46,49,119
"CBLB",700,865,1559
"LINC00882",2,0,1
"RP11-561O4.1",1,1,2
"BBX",1948,1376,2118
"LINC00636",0,0,0
"RP11-861A13.3",9,3,3
"CD47",2545,1532,3041
"LINC01215",368,64,101
"IFT57",471,253,443
"HHLA2",0,5,2
"MYH15",0,0,1
"KIAA1524",35,28,72
"DZIP3",266,286,528
"TRAT1",2741,1663,3391
"MORC1",0,0,0
"DPPA4",1,0,1
"RP11-457K10.1",1,1,3
"PVRL3-AS1",1,1,0
"CD96",1774,2303,4056
"ZBED2",0,412,396
"RP11-402J7.2",162,79,222
"PLCXD2",38,74,92
"PHLDB2",57,26,54
"ABHD10",123,124,205
"TAGLN3",0,12,6
"TMPRSS7",5,0,0
"C3orf52",29,5,5
"GCSAM",500,100,155
"RP11-757F18.5",8,2,5
"SLC9C1",0,0,0
"RP11-90K6.1",0,2,2
"CD200",17,242,370
"BTLA",178,286,462
"RP11-147G7.3",0,0,0
"ATG3",823,636,945
"SLC35A5",116,86,172
"CCDC80",2,1,6
"RP11-180K7.1",0,0,1
"CD200R1L",0,0,2
"CD200R1",194,97,213
"RP11-484K9.4",6,9,19
"GTPBP8",291,212,322
"RP11-572M11.4",1,0,0
"BOC",0,0,0
"CFAP44",47,21,36
"RP11-553D4.2",1,0,1
"SPICE1",92,77,99
"SIDT1",198,152,214
"SIDT1-AS1",16,13,25
"RN7SL767P",1,2,6
"NAA50",455,708,1203
"RP11-271C24.3",57,102,136
"RP11-271C24.2",1,1,0
"ATP6V1A",143,215,305
"GRAMD1C",3,8,4
"RP11-435F17.1",0,0,0
"VPS26AP1",0,0,2
"RP11-255E6.6",0,0,2
"ZDHHC23",17,6,14
"RP11-255E6.5",0,0,0
"RP11-553L6.2",129,147,226
"RP11-553L6.3",1,0,1
"ZNF80",46,123,156
"TIGIT",706,3481,4144
"ZBTB20",1081,707,1225
"ZBTB20-AS1",3,13,26
"ZBTB20-AS2",46,35,47
"ZBTB20-AS3",2,0,0
"ZBTB20-AS4",6,1,4
"GAP43",0,0,0
"LSAMP",0,0,0
"BZW1P2",61,66,122
"PTMAP8",53,34,49
"RP11-384F7.1",1,0,1
"IGSF11",2,0,0
"UPK1B",0,1,1
"B4GALT4",131,160,270
"ARHGAP31",29,19,48
"RPS26P21",8,6,14
"ARHGAP31-AS1",0,0,0
"TMEM39A",91,126,237
"POGLUT1",221,155,315
"RP11-190C22.8",2,2,2
"TIMMDC1",502,402,653
"CD80",1,63,34
"RP11-190C22.9",0,2,5
"ADPRH",7,44,55
"PLA1A",1,2,4
"POPDC2",15,13,24
"COX17",1342,1807,2486
"MAATS1",2,0,0
"NR1I2",0,4,1
"GSK3B",456,445,722
"RP11-767L7.1",0,0,0
"RP11-18H7.1",9,3,6
"LRRC58",560,217,389
"FSTL1",1,0,1
"NDUFB4",3136,1987,3028
"HGD",3,3,6
"RABL3",220,104,169
"GTF2E1",103,80,113
"NAP1L1P3",8,4,3
"POLQ",5,1,4
"RPL7AP11",1,2,2
"FBXO40",1,0,1
"HCLS1",2898,1895,3270
"RN7SL172P",34,28,32
"RNU4-62P",0,0,0
"GOLGB1",996,1198,1908
"IQCB1",247,189,354
"EAF2",83,54,72
"SLC15A2",7,1,7
"ILDR1",1,6,6
"CD86",5,26,50
"CASR",0,0,1
"CSTA",4,7,27
"CCDC58",221,103,194
"FAM162A",1254,639,1003
"WDR5B",58,32,46
"RP11-299J3.8",87,36,46
"KPNA1",319,302,491
"PARP9",489,563,821
"DTX3L",276,216,368
"PARP15",192,132,297
"EIF4BP8",0,0,1
"PARP14",816,808,1445
"HSPBAP1",96,109,176
"DIRC2",20,29,43
"SEMA5B",0,3,1
"PDIA5",30,13,19
"SEC22A",109,110,218
"RP11-797D24.3",1,0,0
"ADCY5",1,0,0
"RP11-797D24.4",2,3,1
"MYLK-AS1",33,12,25
"MYLK",6,1,4
"CCDC14",484,419,652
"KALRN",45,7,4
"UMPS",178,144,251
"ITGB5",3,1,3
"RP11-71H17.8",0,0,0
"ENO1P3",0,0,0
"MUC13",0,1,0
"HEG1",94,84,145
"SLC12A8",1,1,1
"ZNF148",920,663,1126
"RP11-775J23.2",0,0,1
"SNX4",270,246,411
"OSBPL11",260,170,258
"RP11-379B18.6",2,0,4
"RP11-379B18.1",0,2,0
"RPS3AP14",3,4,2
"RP11-379B18.5",42,31,69
"RP11-666A20.4",0,0,1
"FAM86JP",4,5,5
"ALG1L",4,6,8
"SLC41A3",228,193,312
"ALDH1L1",0,1,3
"KLF15",0,0,0
"RP11-203H19.2",4,1,2
"ZXDC",124,60,99
"CHST13",1,1,0
"TXNRD3",10,1,5
"CHCHD6",126,63,96
"RP11-61K12.2",0,0,0
"PLXNA1",19,16,16
"TPRA1",166,126,202
"MCM2",21,43,93
"PODXL2",33,15,14
"ABTB1",679,426,615
"MGLL",14,22,35
"KBTBD12",1,0,0
"SEC61A1",424,257,456
"RUVBL1",462,363,518
"EEFSEC",167,117,166
"GATA2",1,0,2
"GATA2-AS1",0,1,0
"LINC01565",0,0,0
"RPN1",519,420,749
"Metazoa-SRP.33",0,1,4
"RAB7A",2075,1328,2296
"MARK2P8",1,0,0
"FTH1P4",0,1,0
"RN7SL698P",4,8,9
"RPS15AP16",0,0,1
"RP11-723O4.9",2,0,0
"ACAD9",120,89,155
"KIAA1257",15,3,2
"EFCC1",0,0,0
"GP9",1,0,0
"RAB43",7,8,10
"RP11-434H6.6",12,4,4
"ISY1",473,356,592
"RP11-434H6.7",109,41,54
"CNBP",6643,3632,5632
"COPG1",235,228,353
"HMCES",346,320,531
"H1FX",1561,1078,1494
"H1FX-AS1",7,9,10
"RP13-685P2.8",0,0,4
"RP13-685P2.7",0,0,0
"RPL32P3",420,149,287
"EFCAB12",2,1,0
"MBD4",903,562,933
"IFT122",33,26,36
"PLXND1",44,76,129
"RP11-263I1.1",1,2,1
"TMCC1",96,71,87
"RP11-332M2.1",76,48,76
"TMCC1-AS1",10,3,5
"TRH",0,0,1
"ALG1L2",4,3,10
"FAM86HP",1,1,0
"COL6A4P2",6,7,4
"COL6A6",0,0,0
"PIK3R4",54,48,72
"GSTO3P",2,0,1
"ATP2C1",189,205,332
"ASTE1",225,138,315
"NEK11",34,21,28
"RP11-933H2.4",0,0,1
"NUDT16P1",2,3,5
"NUDT16",218,164,316
"RP11-517B11.7",3,1,0
"MRPL3",790,509,982
"RP11-517B11.4",1,1,2
"ACPP",0,0,0
"RP11-65E22.2",0,0,1
"DNAJC13",132,100,162
"ACAD11",33,19,35
"ACKR4",5,2,2
"UBA5",284,225,384
"NPHP3",140,113,148
"NPHP3-AS1",1,0,0
"TMEM108",8,11,44
"BFSP2",23,35,35
"BFSP2-AS1",10,13,49
"RP11-91K8.5",2,1,1
"RP11-91K8.2",0,0,0
"CDV3",1089,1029,1758
"TOPBP1",268,207,374
"TFP1",0,1,0
"TF",0,10,4
"SRPRB",371,307,471
"RAB6B",18,23,31
"SLCO2A1",0,0,0
"RYK",215,148,273
"HMGB3P14",0,0,1
"RPL39P5",1,0,0
"AMOTL2",0,0,0
"ANAPC13",832,379,591
"CEP63",427,228,390
"EPHB1",0,5,2
"RP11-657O9.1",0,0,0
"PPP2R3A",25,33,70
"RP11-305O4.3",1,4,3
"MSL2",404,325,627
"PCCB",163,108,204
"STAG1",592,516,855
"RP11-102M11.1",125,91,179
"RP11-102M11.2",5,3,7
"SLC35G2",52,37,52
"RP11-731C17.2",28,17,29
"NCK1-AS1",87,149,216
"NCK1",564,569,950
"RAD51AP1P1",2,4,0
"IL20RB",3,1,4
"HSPA8P9",0,0,0
"CLDN18",1,0,0
"DZIP1L",0,0,0
"A4GNT",0,0,0
"DBR1",131,108,169
"ARMC8",369,261,500
"NME9",2,3,3
"MRAS",1,0,3
"ESYT3",2,0,1
"CEP70",89,30,53
"FAIM",178,107,210
"RP11-79L9.2",16,7,21
"PIK3CB",181,110,218
"EEF1A1P25",0,0,2
"FOXL2",0,0,0
"MRPS22",289,233,424
"RP11-219D15.3",0,2,0
"COPB2",398,467,793
"RP11-319G6.1",7,5,6
"RBP1",0,0,3
"NMNAT3",18,2,5
"RP11-553K23.2",0,0,1
"RN7SKP124",0,0,0
"RN7SL724P",1,1,0
"CLSTN2",0,0,0
"SLC25A36",594,332,589
"SPSB4",1,0,0
"PXYLP1",90,25,70
"RP11-764I5.1",3,0,0
"ZBTB38",1319,1415,2441
"KRT18P35",0,3,3
"RASA2",665,628,1205
"RASA2-IT1",2,3,6
"RNF7",1554,1213,1885
"GRK7",0,0,2
"ATP1B3",917,1215,2185
"ATP1B3-AS1",2,0,3
"RP11-271K21.12",12,48,83
"TFDP2",475,392,553
"RP11-343B5.1",57,15,25
"GK5",181,74,167
"XRN1",1119,752,1451
"ATR",205,123,196
"RP11-383G6.4",3,0,5
"RP11-383G6.3",1,3,5
"RPL6P9",0,0,0
"PLS1",17,8,12
"TRPC1",25,4,14
"PCOLCE2",0,1,0
"RP11-372E1.1",10,12,2
"RP11-372E1.4",0,0,1
"PAQR9",0,0,0
"PAQR9-AS1",0,0,0
"U2SURP",1955,1063,1743
"RP11-91G21.1",23,14,11
"CHST2",29,78,115
"RP11-80H8.4",7,1,0
"PBX2P1",3,0,0
"SLC9A9",234,179,336
"RP13-635I23.3",0,0,0
"ST13P15",30,31,41
"C3orf58",125,119,337
"RP11-42F12.1",0,1,0
"RPL21P39",71,43,34
"RP11-274H2.5",0,0,0
"PLOD2",0,0,0
"PLSCR4",0,0,1
"PLSCR2",0,0,3
"RP11-329N15.3",7,1,8
"PLSCR1",203,256,547
"AGTR1",0,0,0
"CPB1",0,0,0
"CPA3",0,1,2
"GYG1",591,715,1357
"HLTF",242,161,304
"HPS3",259,172,325
"CP",1,6,7
"CPHL1P",0,0,0
"TM4SF18",0,0,0
"TM4SF1",0,4,5
"TM4SF1-AS1",0,0,0
"TM4SF4",0,1,7
"WWTR1",9,12,21
"WWTR1-AS1",0,0,2
"COMMD2",813,426,688
"ANKUB1",1,0,0
"RNF13",590,408,746
"NPM1P29",2,1,0
"PFN2",64,17,23
"RP11-651P23.5",1,0,0
"RP11-651P23.4",2,5,4
"RP11-651P23.2",0,0,0
"RP11-63E16.1",0,1,3
"LINC01214",0,0,0
"TSC22D2",189,285,555
"SERP1",5764,2835,4599
"EIF2A",2037,826,1544
"RP11-392O18.2",0,0,0
"ERICH6",1,0,0
"ERICH6-AS1",101,68,104
"SIAH2",457,585,951
"SIAH2-AS1",0,1,1
"MED12L",0,5,3
"GPR171",1551,1340,2868
"P2RY14",66,62,118
"SETP11",0,0,1
"P2RY13",0,0,4
"P2RY12",0,0,0
"IGSF10",0,2,3
"MRPL42P6",0,0,0
"AADACP1",0,0,0
"AADAC",0,2,6
"SUCNR1",0,0,3
"RP11-246A10.1",19,3,9
"MBNL1",3585,2039,3763
"MBNL1-AS1",38,39,69
"RP11-362A9.3",4,2,3
"P2RY1",2,5,36
"RAP2B",858,410,766
"RN7SL300P",1,0,0
"RP11-292E2.1",1,1,0
"RPL21P42",1,0,0
"ARHGEF26",100,99,230
"DHX36",1640,1586,2673
"DDX50P2",0,0,0
"MME",1,5,8
"PLCH1",0,0,1
"C3orf33",66,33,58
"SLC33A1",261,112,258
"GMPS",630,353,527
"SETP14",39,25,33
"KCNAB1",4,3,2
"RP11-305K5.1",38,8,13
"SSR3",1442,922,1520
"TIPARP-AS1",100,72,51
"TIPARP",360,588,1038
"METTL15P1",0,2,3
"LINC00886",15,9,8
"PA2G4P4",73,69,79
"LEKR1",17,6,10
"LINC00880",16,8,13
"LINC00881",1,2,6
"CCNL1",4071,2851,5194
"RP11-550I24.2",13,10,7
"VEPH1",0,0,0
"PTX3",0,0,0
"SHOX2",0,0,0
"RSRC1",828,707,1052
"RP11-538P18.1",7,7,8
"RP11-538P18.2",198,106,189
"MLF1",74,59,133
"GFM1",393,267,451
"LXN",123,100,169
"RP11-379F4.7",0,0,0
"RP11-379F4.6",3,0,2
"RARRES1",1,0,2
"MFSD1",275,203,464
"RP11-379F4.4",0,0,3
"RP11-379F4.1",0,1,0
"RP11-379F4.8",2,1,1
"RP11-379F4.9",6,0,2
"IQCJ-SCHIP1",1,0,1
"SCHIP1",0,0,0
"IL12A-AS1",0,0,0
"IL12A",9,2,6
"BRD7P2",12,16,7
"IFT80",105,63,119
"SMC4",613,1063,1438
"TRIM59",154,150,284
"KPNA4",429,393,699
"SCARNA7",0,0,0
"KRT8P12",4,2,2
"RPL6P8",1,0,1
"ARL14",0,0,0
"RP11-16N11.2",17,3,4
"PPM1L",17,7,13
"B3GALNT1",4,0,1
"NMD3",441,241,456
"PSMC1P7",0,0,0
"SPTSSB",12,1,10
"RP11-3P17.5",0,4,3
"RP11-208P4.1",0,1,1
"BCHE",0,2,0
"SERPINI2",0,0,0
"WDR49",2,1,0
"PDCD10",1272,991,1625
"HMGN1P8",34,21,37
"SERPINI1",83,79,96
"GOLIM4",35,139,381
"EGFEM1P",0,0,0
"MECOM",3,0,0
"RP11-641D5.1",779,532,632
"TERC",2,3,10
"ACTRT3",0,3,16
"RP11-816J6.3",1,2,3
"MYNN",180,185,320
"RP11-362K14.5",0,3,4
"LRRC34",7,5,8
"RP11-362K14.7",1,3,2
"RP11-362K14.6",6,1,3
"SAMD7",0,0,0
"RP11-379K17.4",1,3,0
"SEC62",3719,2094,3632
"SEC62-AS1",0,0,2
"GPR160",112,13,16
"PHC3",639,368,657
"RP11-379K17.12",26,12,26
"PRKCI",169,128,221
"RP11-543D10.2",0,4,4
"SKIL",184,837,2156
"CLDN11",0,1,5
"SLC7A14",2,0,0
"RPL22L1",1686,1620,2408
"EIF5A2",133,112,187
"SLC2A2",0,0,2
"TNIK",656,543,803
"RP11-185E8.2",50,22,52
"RP11-185E8.1",3,1,2
"PLD1",5,12,16
"FNDC3B",129,171,250
"RN7SL141P",2,1,0
"RP11-423E7.2",0,1,0
"BZW1P1",0,0,0
"TNFSF10",1128,707,1085
"NCEH1",21,20,53
"ECT2",14,27,26
"NLGN1",0,0,0
"RP11-393N4.2",97,37,60
"NAALADL2",1,0,0
"UBE2V1P2",27,22,34
"LINC01209",0,1,0
"MTND5P15",0,1,1
"TBL1XR1",688,819,1358
"LINC00501",0,0,0
"LINC00578",0,0,0
"RP11-114M1.1",0,0,0
"RP11-2L8.2",0,2,0
"RP11-33A14.1",0,1,4
"KCNMB2-AS1",1,0,1
"ZMAT3",391,382,534
"PIK3CA",250,177,259
"KCNMB3",6,3,1
"LRRFIP1P1",70,29,44
"ZNF639",301,140,201
"RP11-255C15.3",1,1,1
"MFN1",192,90,185
"GNB4",3,15,38
"AC007620.3",8,3,3
"RP11-145M9.5",1,2,1
"MTHFD2P7",1,0,1
"ACTL6A",291,254,430
"RP11-15L13.4",3,0,0
"RP11-145M9.6",1,0,1
"MRPL47",621,541,915
"NDUFB5",1534,1049,1776
"RP11-473P24.2",0,1,4
"USP13",67,40,93
"PEX5L",1,2,0
"RP11-494H4.3",2,0,0
"RP11-420J11.1",1,1,2
"TTC14",1903,783,1491
"CCDC39",0,0,0
"RP11-259P15.4",1,1,0
"FXR1",1147,776,1278
"RP11-259P15.1",6,2,0
"DNAJC19",1324,666,1082
"SOX2-OT",6,2,2
"RP11-262M14.2",1,1,1
"SOX2",0,0,1
"LINC01206",1,0,0
"RPL7L1P8",0,0,0
"RP11-225N10.1",1,0,0
"ATP11B",308,276,511
"RP11-531F16.4",2,1,3
"DCUN1D1",379,274,507
"RP11-531F16.3",3,4,3
"MCCC1",187,108,186
"LAMP3",16,10,21
"MCF2L2",54,79,86
"B3GNT5",1,13,30
"LINC00888",44,53,84
"KLHL6",186,178,292
"KLHL6-AS1",0,3,1
"KLHL24",670,446,645
"YEATS2",86,80,119
"YEATS2-AS1",0,1,1
"PARL",751,397,765
"ABCC5",121,53,127
"RP11-778D9.13",2,2,0
"RP11-778D9.12",4,2,3
"EIF2B5",393,257,416
"RP11-778D9.4",408,212,322
"DVL3",72,68,114
"AP2M1",2286,1582,2505
"ABCF3",266,191,324
"ALG3",337,225,344
"ECE2",35,33,50
"CAMK2N2",0,3,0
"PSMD2",866,764,1229
"EIF4G1",495,461,776
"FAM131A",58,51,78
"CLCN2",8,12,11
"POLR2H",463,335,543
"CHRD",0,0,0
"EPHB3",1,0,2
"MAGEF1",263,121,188
"RP11-329B9.4",0,0,0
"RP11-329B9.3",0,0,0
"RP11-329B9.5",0,0,0
"VPS8",275,177,290
"C3orf70",0,0,1
"EHHADH",7,5,10
"EIF2S2P2",1,1,0
"MAP3K13",470,251,405
"RPL4P4",253,86,142
"TMEM41A",277,156,240
"LIPH",0,1,1
"SENP2",247,165,289
"RP11-537I16.2",12,8,15
"IGF2BP2",3,1,3
"TRA2B",3740,2328,3748
"ETV5",0,7,12
"Metazoa-SRP.34",0,0,0
"DGKG",0,4,3
"CRYGS",6,2,8
"TBCCD1",132,112,161
"DNAJB11",441,537,950
"RP11-573D15.8",16,3,14
"AHSG",0,14,11
"FETUB",0,1,0
"HRG",0,8,3
"KNG1",0,16,9
"PSMD10P2",0,0,1
"GPS2P2",0,0,0
"RP11-573D15.9",18,10,19
"EIF4A2",9054,4863,7939
"RFC4",136,149,229
"RPS20P14",298,142,216
"ST6GAL1",421,265,351
"RPL39L",131,165,235
"RP11-208N14.4",0,2,1
"RTP1",0,2,0
"MASP1",0,0,0
"RTP4",119,109,223
"RP11-211G3.3",0,2,0
"BCL6",32,93,171
"RP11-211G3.2",4,17,35
"LPP-AS2",11,7,5
"LPP",663,561,851
"FLJ42393",18,21,17
"LPP-AS1",0,0,0
"TPRG1-AS1",0,0,0
"TPRG1",147,155,217
"TP63",2,6,1
"P3H2",0,0,0
"CLDN1",1,2,1
"CLDN16",1,0,1
"IL1RAP",74,39,61
"GCNT1P3",4,0,6
"OSTN-AS1",0,0,0
"UTS2B",0,1,1
"CCDC50",182,516,591
"FGF12",0,0,0
"MB21D2",75,27,26
"VEZF1P1",2,1,1
"HRASLS",0,0,0
"ATP13A5",0,0,0
"ATP13A4",3,1,2
"RP11-175P19.2",8,4,12
"OPA1",291,210,388
"RP11-135A1.2",0,0,0
"HES1",2,31,66
"LINC00887",15,13,20
"CPN2",0,0,1
"GP5",4,1,1
"ATP13A3",159,199,290
"LINC00884",12,16,13
"AC108676.1",0,1,0
"TMEM44-AS1",27,19,31
"TMEM44",12,14,23
"AC046143.3",0,2,0
"RP11-534C12.1",1,0,0
"LSG1",237,201,297
"FAM43A",37,337,495
"XXYLT1",90,91,133
"RN7SL36P",1,3,3
"XXYLT1-AS2",4,20,32
"ACAP2",973,623,1021
"ACAP2-IT1",0,0,3
"PPP1R2",3986,2367,4210
"AC091633.3",8,7,12
"RN7SL73P",2,0,2
"AC091633.2",6,1,5
"APOD",1,1,1
"AC069513.4",1,1,5
"LINC00969",1148,372,757
"MUC20",26,2,10
"MUC4",0,0,1
"TNK2",232,152,244
"TNK2-AS1",2,10,9
"AC124944.3",0,1,2
"RP11-352G9.1",2,1,1
"RNU2-11P",1,0,1
"RP11-480A16.1",12,8,13
"SDHAP1",62,56,102
"AC024937.4",0,0,0
"TFRC",189,336,702
"AC024937.2",0,2,0
"LINC00885",1,1,3
"ZDHHC19",2,0,0
"SLC51A",5,2,7
"PCYT1A",352,244,471
"TCTEX1D2",269,194,232
"TM4SF19-TCTEX1D2",3,2,3
"TM4SF19-AS1",12,4,8
"TM4SF19",1,0,0
"UBXN7",308,187,340
"RN7SL434P",0,1,1
"RN7SL738P",2,0,2
"UBXN7-AS1",0,0,0
"RNF168",644,521,896
"AC092933.4",5,17,14
"WDR53",84,69,100
"FBXO45",38,65,98
"LINC01063",10,11,11
"NRROS",34,50,80
"PIGX",342,299,396
"CEP19",88,52,95
"PAK2",1902,1684,2321
"SENP5",462,382,641
"AC127904.2",139,76,153
"NCBP2",1160,681,1133
"NCBP2-AS1",5,0,2
"NCBP2-AS2",1071,308,530
"PIGZ",16,8,7
"DLG1",469,344,601
"DLG1-AS1",1,0,1
"BDH1",133,42,84
"AC024560.3",82,21,30
"AC132008.1",0,0,0
"RP11-496H1.2",0,0,1
"AC024560.2",0,0,2
"FYTTD1",792,540,909
"RP11-803P9.1",6,3,12
"LRCH3",403,285,452
"AC144530.1",63,41,54
"IQCG",118,85,120
"RPL35A",102144,32538,53512
"LMLN",30,19,13
"LMLN-AS1",1,0,1
"ANKRD18DP",0,0,0
"FAM157A",6,2,6
"BNIP3P41",1,0,0
"ZNF595",64,26,55
"ZNF718",52,25,32
"CH17-262A2.1",6,2,4
"ZNF876P",16,9,14
"RP11-478C6.1",0,0,2
"ZNF141",308,84,167
"RP11-478C6.4",20,13,15
"RP11-2H3.6",0,0,0
"ABCA11P",26,4,14
"ZNF721",586,334,612
"PIGG",233,139,272
"PDE6B",154,68,140
"RP11-1191J2.2",0,0,0
"RP11-1191J2.5",97,21,36
"ATP5I",3673,3297,5177
"MYL5",91,67,91
"MFSD7",5,12,14
"PCGF3",71,90,150
"RP11-440L14.4",60,17,32
"RP11-440L14.1",172,40,94
"CPLX1",9,11,25
"GAK",441,328,637
"TMEM175",135,103,225
"DGKQ",60,36,54
"SLC26A1",4,2,3
"IDUA",79,58,97
"FGFRL1",18,26,35
"RNF212",74,9,13
"RP11-20I20.1",0,0,1
"TMED11P",1,0,0
"AC092535.3",3,1,2
"SPON2",378,373,858
"RP11-20I20.4",1,2,6
"CTBP1-AS",9,18,19
"CTBP1",379,478,666
"CTBP1-AS2",361,82,191
"MAEA",432,327,576
"UVSSA",119,84,160
"AC078852.2",0,2,0
"CRIPAK",21,13,30
"RP13-1016M1.2",1,0,1
"RP11-1398P2.1",132,75,98
"FAM53A",9,1,6
"SLBP",711,871,1444
"RP11-572O17.1",98,16,47
"TMEM129",340,128,283
"TACC3",576,380,570
"FGFR3",0,0,0
"LETM1",373,243,501
"NELFA",214,139,252
"C4orf48",988,1068,1513
"NAT8L",0,0,0
"POLN",15,18,28
"RP11-317B7.2",0,0,0
"HAUS3",415,483,858
"MXD4",417,580,1056
"ZFYVE28",183,350,525
"RN7SL589P",32,38,49
"RP11-478C1.8",0,1,0
"CFAP99",0,0,0
"RNF4",347,298,540
"RP11-503N18.5",616,128,396
"FAM193A",169,192,250
"TNIP2",663,532,912
"SH3BP2",188,162,331
"ADD1",682,485,680
"MFSD10",1036,636,1154
"NOP14-AS1",117,82,125
"NOP14",378,273,387
"GRK4",49,28,41
"HTT",189,178,256
"MSANTD1",0,2,6
"RGS12",46,22,25
"RP11-357G3.2",0,0,0
"HGFAC",0,1,0
"DOK7",0,1,1
"RP11-529E10.6",5,2,5
"LRPAP1",1209,867,1423
"RP11-529E10.7",0,0,0
"ADRA2C",0,0,0
"FAM86EP",25,11,19
"RP11-489M13.1",1,2,3
"TMEM128",403,238,431
"LYAR",3240,1380,2277
"ZBTB49",58,54,70
"STX18",272,201,337
"RPS7P15",104,67,94
"STX18-AS1",23,6,17
"RP11-326I19.2",1,3,0
"MSX1",1,3,2
"CYTL1",4,0,1
"STK32B",0,0,0
"EVC2",17,47,71
"EVC",0,3,9
"CRMP1",0,1,11
"C4orf50",4,4,6
"JAKMIP1",242,351,581
"RP11-586D19.1",4,8,11
"RP11-586D19.2",2,4,4
"WFS1",14,10,25
"PPP2R2C",0,5,0
"MAN2B2",205,193,302
"MRFAP1",1418,1478,1930
"RP11-539L10.3",130,43,81
"AC093323.3",270,111,189
